"gene","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","sig"
"Naa60",4214.97205994498,-0.0627414720896498,0.0369646723644831,-1.69733608000091,0.0896331396812933,0.242116914121987,FALSE
"Naaa",1362.97213386111,0.0645483502890028,0.0444962387046335,1.45064733937346,0.146878086135146,0.332813555665172,FALSE
"Naalad2",66.937288590817,-0.324849813518746,0.111966008720124,-2.90132529713333,0.00371587913806022,0.0320025441690081,FALSE
"Naaladl1",10.3918614344423,0.144771329600784,0.318725351500563,0.454219687637646,0.649670714187746,0.803021000298664,FALSE
"Naaladl2",359.919986486743,-0.0237083942625756,0.102226739057939,-0.231919696168126,0.816600386228822,0.906459632905772,FALSE
"Nab1",1917.09278559677,-0.149504055908119,0.109909829614369,-1.36024281388363,0.173753098228901,0.370482783225174,FALSE
"Nab2",2017.10100091414,0.0159197859069019,0.102668982340259,0.155059352338193,0.876774526671074,0.939986509026643,FALSE
"Nabp1",423.563931406182,-0.0264251954543808,0.0703775060102859,-0.37547786149908,0.707305108043622,0.839804477475006,FALSE
"Nabp2",1687.01660492738,0.103804559490936,0.0668748883151732,1.55222030430492,0.120609519390548,0.293123405066512,FALSE
"Naca",6438.5172303517,0.0776395710695155,0.0420112442833034,1.84806644968552,0.0645927305652857,0.197694484979929,FALSE
"Nacad",1607.35830559419,-0.14008674932137,0.0471479908410597,-2.97121355167849,0.00296625441870917,0.0275919600452967,FALSE
"Nacc1",4780.52140756809,-0.032777551408517,0.0416080759687908,-0.787768976222372,0.430831850887383,0.641318466407026,FALSE
"Nacc2",9456.84500304338,-0.101175343066023,0.0387704405748034,-2.60960003461441,0.00906481383833439,0.0566513456453186,FALSE
"Nadk",2465.9112744586,-0.105520728032884,0.0451868882264199,-2.33520678618423,0.0195326208028476,0.0926425218075547,FALSE
"Nadk2",3511.36131582315,0.154957969568312,0.0532477621014628,2.91013112012186,0.00361277155183861,0.0312996638335491,FALSE
"Nadsyn1",299.720451300296,0.0436239133219211,0.0533790826701675,0.817247339964156,0.413787093908255,0.627609233204322,FALSE
"Nae1",3285.18232011922,0.181224979765235,0.043913765702506,4.12683760698057,3.67785915196774e-05,0.00163474008262602,FALSE
